State_anxiety_ncomp State_anxiety_strn
0 0
0 0
0 0
1 2.34783262165619
0 0
0 0
1 4.50273574306691
0 0
0 0
2 4.99657321865135
1 0.407429940121671
0 0
0 0
2 8.35682613893949
0 0
1 0.0622694775527668
0 0
1 0.949288852963131
0 0
0 0
0 0
1 1.14015744230855
0 0
0 0
0 0
4 8.86585769812231
1 0.633667845629745
1 0.971166291846668
0 0
0 0
1 0.446805785121759
0 0
2 9.8694249666217
0 0
0 0
0 0
0 0
0 0
0 0
1 1.02172909964166
1 0.534896582222235
3 1.6280103228076
0 0
0 0
1 3.15636708662645
1 3.55098913958586
1 1.38155229839772
1 1.59921378845694
0 0
0 0
0 0
1 3.46224852931936
0 0
0 0
1 0.595268112123406
0 0
1 0.466332267534213
0 0
0 0
1 0.231499126037894
0 0
0 0
0 0
1 1.1074117256244
1 1.63383740004375
0 0
0 0
0 0
2 2.89194444394558
0 0
1 2.40847702373947
0 0
0 0
1 0.3783116222997
0 0
0 0
1 1.64386130832567
1 0.153053147091269
0 0
0 0
0 0
0 0
1 0.416330487912378
0 0
1 0.27182285968519
3 5.52027619406082
2 3.91217427132548
0 0
0 0
0 0
0 0
3 7.3937960082177
0 0
1 3.04843734893444
0 0
0 0
0 0
0 0
1 0.636402387592773
3 2.06102354006537
1 1.64456890247797
3 8.38773255098801
0 0
1 0.44815897283906
0 0
0 0
1 0.249932135086972
0 0
0 0
0 0
0 0
0 0
0 0
0 0
1 1.4212797824858
0 0
1 0.0232547324029264
0 0
0 0
0 0
4 8.97637197313639
0 0
0 0
0 0
2 5.38263622119809
1 0.395501358777798
0 0
0 0
0 0
1 3.07675459865604
0 0
0 0
0 0
1 0.798814357536706
0 0
1 8.59457332155957
1 1.30461942377637
0 0
0 0
1 1.14401998030521
1 0.392428992033743
0 0
1 0.285818257801187
1 2.3012528739636
1 1.77941718251026
0 0
2 2.94140164534017
0 0
0 0
0 0
0 0
0 0
0 0
1 0.136194816214389
0 0
1 1.31705758530095
0 0
1 1.9963016978887
2 1.47500480449518
0 0
3 3.69480182842695
1 0.53565476239652
0 0
1 2.47652584104361
0 0
3 3.49791413985088
0 0
0 0
0 0
0 0
0 0
0 0
1 2.3867662261209
0 0
4 16.7696243534709
0 0
0 0
0 0
0 0
0 0
1 0.266797119737918
0 0
3 11.2667682985062
1 0.619355468126205
1 3.35896045363601
0 0
1 0.304219559725102
0 0
0 0
0 0
0 0
0 0
1 0.205884405046058
0 0
0 0
0 0
0 0
0 0
0 0
0 0
1 1.92208037588331
0 0
0 0
1 0.601945457223883
0 0
0 0
1 1.55101710071645
0 0
1 1.8487239351464
1 0.279662596720831
0 0
0 0
0 0
0 0
0 0
1 7.15298096285655
0 0
0 0
1 2.3043710162994
1 0.0554309405494138
0 0
0 0
1 0.574224563663444
0 0
1 2.04561285386877
0 0
2 2.31932909760367
0 0
1 1.39268541991904
0 0
0 0
1 0.0210862615918881
1 0.346118733812384
3 13.5792888162569
1 0.899145227559965
0 0
1 0.63941955982874
3 0.722372464950307
0 0
1 1.18836308218982
2 2.15117805511468
0 0
0 0
0 0
4 5.95729159006554
0 0
0 0
2 10.0036849362537
0 0
1 0.567060192456559
0 0
0 0
2 2.54009003804355
2 1.98414871417517
1 3.5741502749905
0 0
0 0
1 2.49652366131245
0 0
1 0.754210128724065
1 0.759411392802225
0 0
2 6.35076554040871
0 0
0 0
1 1.38687815228864
0 0
0 0
1 1.32762987373388
0 0
0 0
1 2.11260392328569
4 12.4851143275089
0 0
0 0
0 0
1 1.27016468861315
0 0
0 0
1 1.98908505423942
1 5.42487865772585
2 2.7490351151225
0 0
1 0.761765118217627
0 0
0 0
1 0.53963563192602
0 0
1 0.91674700067735
0 0
0 0
0 0
0 0
0 0
0 0
1 0.167294431146674
0 0
0 0
0 0
0 0
0 0
5 12.5062670971639
0 0
0 0
1 0.375387269126931
1 1.60294292033771
1 1.5433365678053
1 1.10517498717441
1 2.71653143869335
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
2 2.85468984685582
1 1.40732593628827
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
1 1.68130443861576
1 0.39001450317785
0 0
0 0
1 0.950547669316408
0 0
2 0.793002248550131
1 1.07716868550021
0 0
0 0
0 0
1 0.0432465759719642
1 0.472770501564661
1 2.29362627408726
0 0
1 2.77825281724297
0 0
0 0
0 0
0 0
0 0
0 0
3 4.96395742283863
1 0.686361454143181
1 0.589881775998419
0 0
0 0
0 0
1 1.2418489695388
2 1.95288084205396
0 0
0 0
0 0
0 0
2 3.13508709094202
1 2.48823963425934
0 0
0 0
1 0.860793757547056
0 0
0 0
1 1.84596431065024
0 0
0 0
1 0.827830557292482
0 0
1 2.89234115671091
0 0
0 0
0 0
0 0
0 0
1 4.1070620812186
1 3.51889793107039
0 0
0 0
2 5.08209164605131
0 0
0 0
0 0
0 0
2 6.87157337331713
0 0
1 0.626502268371158
1 0.442193163378167
0 0
3 1.33955241712976
0 0
0 0
0 0
1 1.64258537159316
0 0
0 0
1 0.587572387575755
1 2.30050846735486
0 0
0 0
1 0.336935855324383
4 5.6495611474782
3 7.46302238739174
1 1.63904875336273
0 0
0 0
0 0
0 0
1 1.1681297831572
0 0
0 0
1 0.030985900424116
2 4.41737637584469
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
1 0.087856384914109
0 0
0 0
2 3.97037508895744
1 0.710773078460307
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
3 10.7107044470643
0 0
2 2.4491239535346
0 0
0 0
1 2.26479643546358
0 0
0 0
0 0
0 0
0 0
1 2.72881214020302
0 0
0 0
0 0
1 0.688723442646527
1 0.693606935300897
1 0.380930046519567
1 2.74950219204004
1 3.41687912404676
0 0
2 1.18466428379716
0 0
1 1.34683875819517
1 0.269050898948406
1 1.23232933673657
0 0
0 0
0 0
0 0
1 0.068680752149942
0 0
1 0.91727560608933
0 0
0 0
1 0.267930690680123
1 0.361027432865664
0 0
0 0
0 0
0 0
1 2.50248858746019
1 0.62075077748293
0 0
0 0
0 0
0 0
0 0
4 10.872534529889
0 0
0 0
0 0
1 0.315961219769312
0 0
0 0
3 12.4329206594166
1 0.54919088357576
1 1.16632222705268
0 0
0 0
0 0
0 0
0 0
0 0
1 1.09374450534507
2 2.81448367680828
2 2.41896180947869
1 1.76896031681801
1 1.19699639769233
0 0
4 4.62893756891005
1 0.1064391930714
2 3.42588807764342
0 0
0 0
1 2.2618884333752
0 0
1 2.63601686949829
0 0
2 0.860907265697932
0 0
0 0
1 0.480533736647162
0 0
2 5.53259989875867
2 2.58374454363639
0 0
1 0.319648776180246
1 1.39533936279127
0 0
1 0.299206991848409
0 0
0 0
0 0
0 0
0 0
0 0
1 1.26567645778059
0 0
2 3.63326973100842
0 0
1 3.55381622761726
0 0
3 3.74525043461631
0 0
0 0
0 0
0 0
1 0.404249669819587
0 0
0 0
0 0
1 0.978316050839055
1 0.941350350127367
0 0
0 0
1 0.445712112843381
0 0
0 0
1 1.2511050477621
1 1.72186810226829
0 0
0 0
1 1.77110767540414
0 0
1 0.459134366059084
0 0
1 0.0531024167649665
0 0
0 0
0 0
0 0
1 0.00239356343970432
0 0
0 0
0 0
0 0
0 0
1 0.0774242516080523
1 0.176689025815666
0 0
1 0.293409697470147
0 0
0 0
1 0.127985128270687
1 1.51672993485173
1 0.271155000978989
1 0.0710726549542455
0 0
0 0
0 0
3 1.88424532280642
0 0
0 0
0 0
1 0.346983974286985
0 0
1 2.19894812782302
0 0
0 0
0 0
0 0
1 0.48127594022395
0 0
1 1.37792608752547
0 0
1 0.412959683965274
0 0
2 10.8310176639214
1 4.72346469885147
0 0
0 0
0 0
1 0.751692363477809
0 0
1 0.301898952325162
0 0
0 0
1 0.874776204590153
0 0
0 0
0 0
0 0
1 2.31812687458016
0 0
1 1.24498514156019
1 3.42884525090379
0 0
3 3.15350305330334
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
4 9.05984462313776
1 0.12916173429169
0 0
0 0
1 2.16711240430769
0 0
0 0
0 0
0 0
0 0
1 3.70958744810551
1 0.77600254787329
1 0.499270678587147
0 0
0 0
1 2.27065355321974
0 0
0 0
0 0
0 0
0 0
0 0
1 0.0487502094516588
0 0
1 2.74555991573504
0 0
1 1.2511325604831
1 1.82051140181228
0 0
0 0
0 0
0 0
0 0
0 0
1 0.3348580098467
1 2.33007886059661
1 0.268003457867321
0 0
0 0
0 0
0 0
1 2.38135820019109
0 0
0 0
0 0
0 0
1 0.9166310142415
1 1.13301585099456
0 0
0 0
1 0.538898002342285
2 1.6983883068852
2 2.46328594077563
3 11.6471119285038
1 0.614262214311568
0 0
0 0
0 0
1 1.41939537883541
0 0
0 0
0 0
1 0.326906374705279
0 0
1 0.592307938800601
1 0.236835311430073
0 0
0 0
1 1.37173078846847
0 0
1 0.752134792792594
1 0.0115751996881217
0 0
0 0
1 1.04362553165198
0 0
0 0
0 0
0 0
1 1.17290324187449
1 0.0521766646707578
0 0
0 0
1 1.29742222513094
1 1.11490384125016
0 0
1 0.515818186504852
0 0
1 0.818390411533287
0 0
2 2.30586076726721
1 0.23366695277614
0 0
0 0
1 2.78228803244891
0 0
1 0.442190157278321
1 0.103750511892256
1 0.777945201508146
0 0
0 0
0 0
1 1.29932449540887
1 0.816120191909011
0 0
1 0.149885035221391
1 2.06949769731336
0 0
0 0
1 0.139105774496442
0 0
1 1.12304658900968
0 0
1 0.870689549521157
0 0
0 0
0 0
1 0.0389326259109941
1 0.0777104849491881
0 0
1 2.67283495202684
1 0.0477580886482265
0 0
3 5.46755952503125
1 0.678388665123796
0 0
0 0
2 1.29543847798112
0 0
0 0
0 0
0 0
0 0
0 0
0 0
1 0.0999776725520842
0 0
1 0.186160219456237
2 3.80994080799305
0 0
1 0.929624142209048
0 0
1 0.44783437260369
0 0
0 0
1 2.22886656698292
0 0
1 0.0536852692023162
0 0
1 2.40539173321872
1 1.40586530529684
0 0
1 0.131544705819191
1 0.0297683900058123
1 0.824818248493616
1 0.62074657037827
2 1.44377671071767
2 1.17415792800377
0 0
0 0
1 0.165964853462587
1 1.84477854918295
0 0
1 0.340989302733591
1 0.0158977198980068
0 0
1 0.145779205022331
2 1.95889213225677
2 5.66174873146543
1 0.343674856242727
2 2.48911412502354
0 0
3 4.31259857173902
1 0.666950956446831
0 0
0 0
1 0.854731557315144
